gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
NRFNQAXK_CDS_0001	30	1265	+	BCH953_P1	-10507680.0	38319	117.0	0.305	8.968e-32	2	115.498695	6.332800735260714e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	38319	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0002	1278	2759	+	BCH953_P1	-199314500.0	145	352.0	0.433	3.361e-109	145	495.316162	3.7157101244875445e-148	No_custom_HMM	No_custom_HMM	No_custom_HMM	145	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0003	2796	3872	+	BCH953_P1	-151589.6	241	325.0	0.479	1.495e-101	241	523.543274	2.471895133456848e-156	No_custom_HMM	No_custom_HMM	No_custom_HMM	241	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head morphogenesis	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0004	4201	3980	-	BCH953_P1	-63.27099	7673	73.0	0.519	2.097e-19	7673	78.726768	6.001948391419593e-22	No_custom_HMM	No_custom_HMM	No_custom_HMM	7673	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	internal head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0005	4233	4331	+	BCH953_P1	-1.393108	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0006	4380	4490	+	BCH953_P1	-7.774295	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0007	4585	4971	+	BCH953_P1	-254.2664	2536	120.0	0.542	2.9230000000000003e-35	2536	192.380219	5.546176963478947e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	2536	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0008	4937	5080	+	BCH953_P1	-12.32807	5672	86.0	0.859	1.211e-24	5672	106.632866	7.945329650950916e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	5672	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0009	5163	5864	+	BCH953_P1	-1900.264	206	103.0	0.325	1.716e-27	206	188.894913	2.803088268870124e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	206	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NRFNQAXK_CDS_0010	5867	6916	+	BCH953_P1	-115305.1	15288	181.0	0.548	6.709000000000001e-55	247	394.3302	9.87891138201966e-118	No_custom_HMM	No_custom_HMM	No_custom_HMM	15288	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
