gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
SOLYYYLW_CDS_0001	3	581	+	LM40_P3	-43.0878	3064	244.0	0.665	7.771e-77	3064	238.356491	6.7176691581820595e-71	No_custom_HMM	No_custom_HMM	No_custom_HMM	3064	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0002	581	1966	+	LM40_P3	-43476030.0	38319	143.0	0.347	8.816999999999999e-41	10250	167.839432	5.8798934486737076e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	38319	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0003	1979	3499	+	LM40_P3	-137860500.0	145	308.0	0.38	2.783e-94	145	451.996735	5.0543773426063646e-135	No_custom_HMM	No_custom_HMM	No_custom_HMM	145	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0004	3477	4586	+	LM40_P3	-169791.0	241	243.0	0.388	2.7559999999999998e-73	241	377.285492	4.458818833622272e-112	No_custom_HMM	No_custom_HMM	No_custom_HMM	241	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head morphogenesis	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0005	4660	4887	+	LM40_P3	-5.755659	2536	79.0	0.552	5.946e-21	2536	89.141846	4.670524461949502e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	2536	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0006	4862	5020	+	LM40_P3	-13.96442	5672	78.0	0.721	7.324999999999999e-22	5672	81.305267	6.477095414969799e-23	No_custom_HMM	No_custom_HMM	No_custom_HMM	5672	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0007	5795	5034	-	LM40_P3	-43887.52	1965	96.0	0.266	1.455e-25	1965	172.049088	4.511969686141806e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	1965	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0008	5849	6649	+	LM40_P3	-13935.16	206	140.0	0.363	5.012e-40	206	164.156174	9.873543442703192e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	206	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0009	6747	7868	+	LM40_P3	-23672.18	247	307.0	0.455	2.349e-95	247	181.383667	5.508212540257819e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	247	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0010	7926	8426	+	LM40_P3	-288.4119	477	64.0	0.265	3.461e-15	477	116.525658	2.657414918640036e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	477	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	head-tail adaptor Ad1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0011	8429	8548	+	LM40_P3	-2.766324	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0012	8535	8888	+	LM40_P3	-347.5829	161	54.0	0.283	3.463e-12	161	87.044456	2.2553774773666508e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	161	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	head closure Hc1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0013	8980	9480	+	LM40_P3	-278.9081	169	100.0	0.589	1.022e-27	169	138.810776	6.426254797610966e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	169	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0014	9482	9904	+	LM40_P3	-184.4444	179	63.0	0.295	5.279e-15	179	88.219818	8.046656815715542e-25	No_custom_HMM	No_custom_HMM	No_custom_HMM	179	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	tail terminator	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0015	9966	10691	+	LM40_P3	-13420.29	584	268.0	0.574	4.501000000000001e-84	584	251.107925	1.874566476849873e-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	584	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	major tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0016	10760	11122	+	LM40_P3	-231.2526	569	76.0	0.391	1.957e-19	569	140.772202	1.4088020087563507e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	569	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0017	11144	11389	+	LM40_P3	-7.517126	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0018	11399	11611	+	LM40_P3	-0.2395937	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0019	11604	11777	+	LM40_P3	-0.3269985	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0020	11840	14479	+	LM40_P3	-4133549000000.0	24	330.0	0.283	9.084e-97	24	582.022339	5.993964107251952e-174	No_custom_HMM	No_custom_HMM	No_custom_HMM	24	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0021	14516	15115	+	LM40_P3	-1540.793	9922	364.0	0.88	1.9809999999999998e-118	9922	414.421814	1.0377068607599108e-124	No_custom_HMM	No_custom_HMM	No_custom_HMM	9922	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0022	15112	15900	+	LM40_P3	-2215.706	18	139.0	0.388	3.383e-40	18	265.045868	4.1686756378685027e-78	No_custom_HMM	No_custom_HMM	No_custom_HMM	18	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0023	15903	16643	+	LM40_P3	-11891.94	30	167.0	0.527	9.098e-51	30	352.463135	1.4134158547883814e-104	No_custom_HMM	No_custom_HMM	No_custom_HMM	30	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0024	16634	17251	+	LM40_P3	-133.4187	32	138.0	0.55	1.156e-40	32	217.526688	2.67685653035937e-64	No_custom_HMM	No_custom_HMM	No_custom_HMM	32	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0025	17248	20694	+	LM40_P3	-1.684577e+17	2589	758.0	0.483	2.0480000000000002e-222	31	1100.659668	0.0	No_custom_HMM	No_custom_HMM	No_custom_HMM	2589	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0026	21687	20722	-	LM40_P3	-8402.674	1265	337.0	0.549	1.544e-106	1265	397.020081	1.2652167021644954e-118	No_custom_HMM	No_custom_HMM	No_custom_HMM	1265	ab initio prediction:PHANOTATE:1.6.7	CDS	#ff59f5	membrane protein	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0027	21914	21690	-	LM40_P3	-17.00206	4281	75.0	0.52	2.367e-20	4281	100.897934	5.113508283850859e-29	No_custom_HMM	No_custom_HMM	No_custom_HMM	4281	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0028	21996	24029	+	LM40_P3	-67272610.0	1419	462.0	0.475	6.712e-142	1419	559.148071	3.0266311668562204e-167	No_custom_HMM	No_custom_HMM	No_custom_HMM	1419	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0029	24026	24283	+	LM40_P3	-34.9449	1361	91.0	0.51	1.1710000000000001e-25	1361	91.558502	5.489634045274058e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	1361	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0030	24295	25176	+	LM40_P3	-4949.021	1591	242.0	0.493	5.127000000000001e-72	1591	290.196655	8.322667627370873e-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	1591	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0031	25779	25204	-	LM40_P3	-548.135	10558	278.0	0.728	9.911999999999999e-89	10558	325.789703	1.45705786285938e-97	No_custom_HMM	No_custom_HMM	No_custom_HMM	10558	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0032	26294	25824	-	LM40_P3	-758.9779	9871	242.0	0.657	5.63e-76	9871	269.254486	4.022086289950802e-80	No_custom_HMM	No_custom_HMM	No_custom_HMM	9871	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SOLYYYLW_CDS_0033	26594	26373	-	LM40_P3	-40.22861	10685	123.0	0.796	3.352e-37	10685	136.122025	8.031189681159689e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	10685	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
