gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
KCJEREUW_CDS_0001	3	1280	+	LM08_P2	-10217190.0	38319	276.0	0.572	7.864e-87	38319	317.7099	1.2340717816273545e-94	No_custom_HMM	No_custom_HMM	No_custom_HMM	38319	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0002	1293	2774	+	LM08_P2	-244405700.0	145	353.0	0.434	1.292e-109	145	502.404846	2.6356500390137667e-150	No_custom_HMM	No_custom_HMM	No_custom_HMM	145	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0003	2811	3887	+	LM08_P2	-177791.4	241	322.0	0.475	1.8e-100	241	520.853149	1.610778012669699e-155	No_custom_HMM	No_custom_HMM	No_custom_HMM	241	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head morphogenesis	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0004	3887	4348	+	LM08_P2	-141.4143	3945	260.0	0.824	3.048e-83	3945	286.677063	7.528938841241378e-86	No_custom_HMM	No_custom_HMM	No_custom_HMM	3945	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	Hoc-like head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0005	4423	4743	+	LM08_P2	-6.53434	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0006	4792	4902	+	LM08_P2	-5.3274	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0007	4997	5383	+	LM08_P2	-265.1682	2536	117.0	0.53	3.6030000000000004e-34	2536	187.124252	2.3406987616671396e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	2536	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0008	5349	5492	+	LM08_P2	-10.16669	5672	85.0	0.844	4.2349999999999996e-24	5672	106.929787	6.417508523273341e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	5672	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0009	5575	6276	+	LM08_P2	-2593.921	206	104.0	0.327	6.659e-28	206	189.87294	1.4101921981525718e-55	No_custom_HMM	No_custom_HMM	No_custom_HMM	206	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0010	6279	7328	+	LM08_P2	-67798.72	15288	181.0	0.551	6.583e-55	247	402.900421	2.4487085972893082e-120	No_custom_HMM	No_custom_HMM	No_custom_HMM	15288	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0011	7388	7687	+	LM08_P2	-12.81439	4366	52.0	0.359	8.122e-12	4366	139.203903	8.828442061425853e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	4366	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head fiber protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0012	7700	8053	+	LM08_P2	-23.43945	4069	181.0	0.75	2.8380000000000003e-56	4069	193.22963	2.0782840295765932e-57	No_custom_HMM	No_custom_HMM	No_custom_HMM	4069	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	Hoc-like head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0013	8090	8269	+	LM08_P2	-8.993225	4451	96.0	0.779	3.417e-28	4451	116.086174	1.1634436976228935e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	4451	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0014	8273	8785	+	LM08_P2	-109.7646	477	100.0	0.354	1.365e-27	477	186.038498	1.4592410342985588e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	477	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	head-tail adaptor Ad1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
KCJEREUW_CDS_0015	8788	9402	+	LM08_P2	-55.18726	3614	297.0	0.713	4.899e-95	3614	372.739014	7.905375974771081e-112	No_custom_HMM	No_custom_HMM	No_custom_HMM	3614	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
