gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
ULKUVWOP_CDS_0001	30	326	+	DIJ07_P1	-2492.057	3330	91.0	0.459	1.908e-24	3330	119.933052	9.966989444527565e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	3330	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0002	348	482	+	DIJ07_P1	-0.09462661	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0003	467	637	+	DIJ07_P1	-218.2946	15229	104.0	0.856	3.352e-30	15229	130.364395	6.568808705055511e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	15229	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0004	615	704	+	DIJ07_P1	-14.90396	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0005	728	895	+	DIJ07_P1	-0.1287358	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0006	971	1315	+	DIJ07_P1	-3134.513	1267	56.0	0.329	4.245e-13	1267	75.800148	8.706119735933969e-21	No_custom_HMM	No_custom_HMM	No_custom_HMM	1267	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0007	1325	3400	+	DIJ07_P1	-2.123567e+17	979	288.0	0.351	3.172e-87	979	722.708496	9.044195759861921e-217	No_custom_HMM	No_custom_HMM	No_custom_HMM	979	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0008	3502	5067	+	DIJ07_P1	-272514200000.0	30239	191.0	0.375	2.181e-55	113	289.617737	1.2676228328098954e-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	30239	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0009	5161	5640	+	DIJ07_P1	-1792.969	1530	108.0	0.441	5.516e-30	1530	169.497147	2.632717947025078e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	1530	ab initio prediction:PHANOTATE:1.6.7	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0010	5643	6758	+	DIJ07_P1	-7637921000.0	2970	439.0	0.608	1.921e-140	2970	324.009033	3.2285499386972393e-96	No_custom_HMM	No_custom_HMM	No_custom_HMM	2970	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0011	6778	7176	+	DIJ07_P1	-651.9509	2680	120.0	0.5	2.208e-34	2680	148.694901	1.9112963466838802e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	2680	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0012	7198	8199	+	DIJ07_P1	-591244.3	No_PHROG	No_PHROG	No_PHROG	No_PHROG	29	182.214539	3.7756575096047235e-53	No_custom_HMM	No_custom_HMM	No_custom_HMM	29	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0013	8284	8628	+	DIJ07_P1	-6831.379	15130	225.0	0.931	8.183e-71	15130	243.670944	6.292888946443025e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	15130	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0014	8638	9186	+	DIJ07_P1	-46708.39	2663	154.0	0.481	1.993e-45	2663	198.049744	1.7976302439735598e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	2663	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0015	9186	9674	+	DIJ07_P1	-8701.386	222	118.0	0.41	3.2179999999999996e-33	222	119.315346	4.655671502177811e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	222	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0016	9696	10136	+	DIJ07_P1	-2331.801	4185	189.0	0.682	3.446e-58	4185	166.759537	5.496803720067362e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	4185	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	minor head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
ULKUVWOP_CDS_0017	10108	10767	+	DIJ07_P1	-13648.29	4528	235.0	0.581	2.372e-72	4528	262.646576	4.089905749286694e-78	No_custom_HMM	No_custom_HMM	No_custom_HMM	4528	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
