gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
EYQSOEMX_CDS_0001	30	524	+	BCH953_P2	-8389.685	735	235.0	0.707	1.246e-73	735	259.679474	1.9154921017278292e-77	No_custom_HMM	No_custom_HMM	No_custom_HMM	735	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0002	508	2340	+	BCH953_P2	-3.001698e+16	5989	296.0	0.629	2.866e-93	5989	451.910919	2.829954260674197e-135	No_custom_HMM	No_custom_HMM	No_custom_HMM	5989	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0003	2372	4351	+	BCH953_P2	-1855561000000000.0	38392	396.0	0.637	2.118e-126	23	474.160645	9.779945453958387e-142	No_custom_HMM	No_custom_HMM	No_custom_HMM	38392	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0004	4358	4996	+	BCH953_P2	-45762.2	5104	94.0	0.288	1.281e-23	5104	275.826172	5.221939506666382e-82	No_custom_HMM	No_custom_HMM	No_custom_HMM	5104	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0005	5104	5595	+	BCH953_P2	-209519.3	45	119.0	0.471	1.997e-31	45	214.545761	4.449137153965565e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	45	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail tube	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0006	5681	7255	+	BCH953_P2	-966519600000000.0	213	503.0	0.536	1.321e-158	213	775.406128	5.168453797172585e-233	No_custom_HMM	No_custom_HMM	No_custom_HMM	213	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0007	7255	7503	+	BCH953_P2	-100.2421	1064	82.0	0.608	1.9399999999999998e-22	1064	107.722054	5.014445473038353e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	1064	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	prohead	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0008	7503	7928	+	BCH953_P2	-1114.564	1049	218.0	0.752	4.613e-68	1049	239.630203	1.6717977346845146e-71	No_custom_HMM	No_custom_HMM	No_custom_HMM	1049	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0009	7928	8566	+	BCH953_P2	-131186.0	207	226.0	0.6	1.362e-69	207	257.055603	8.085146028942758e-76	No_custom_HMM	No_custom_HMM	No_custom_HMM	207	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0010	8597	9406	+	BCH953_P2	-719327.6	237	222.0	0.557	4.042e-66	237	313.313507	6.1575512738568034e-93	No_custom_HMM	No_custom_HMM	No_custom_HMM	237	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0011	9425	10990	+	BCH953_P2	-98001150000.0	138	483.0	0.505	6.686e-154	138	589.136963	1.1918184510802669e-176	No_custom_HMM	No_custom_HMM	No_custom_HMM	138	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0012	11741	11040	-	BCH953_P2	-2213537.0	314	111.0	0.315	2.022e-29	314	193.751877	1.291817871487492e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	314	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	homing endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0013	11802	13085	+	BCH953_P2	-222981400000.0	138	288.0	0.4	8.383e-87	138	456.401703	2.2394652527134685e-136	No_custom_HMM	No_custom_HMM	No_custom_HMM	138	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0014	14119	13115	-	BCH953_P2	-7678432000.0	548	258.0	0.433	5.36e-79	548	461.120209	4.361311256615229e-138	No_custom_HMM	No_custom_HMM	No_custom_HMM	548	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	RNA ligase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0015	14407	14129	-	BCH953_P2	-4889.561	2416	98.0	0.594	1.889e-27	2416	139.1745	8.236048397128245e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	2416	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0016	14609	14394	-	BCH953_P2	-57.9607	1566	78.0	0.564	2.584e-20	1566	113.229958	8.347611713823741e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	1566	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0017	15828	14698	-	BCH953_P2	-10647430.0	1149	283.0	0.528	7.505e-88	1149	411.03421	1.9446844594140594e-122	No_custom_HMM	No_custom_HMM	No_custom_HMM	1149	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	Hoc-like head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0018	16518	15838	-	BCH953_P2	-766288.9	1051	219.0	0.504	7.264e-67	1051	343.689148	1.4405659307207082e-102	No_custom_HMM	No_custom_HMM	No_custom_HMM	1051	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	minor head protein inhibitor of protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0019	16569	18080	+	BCH953_P2	-224731800000000.0	9690	413.0	0.703	1.411e-132	9690	420.135925	8.257150859421067e-126	No_custom_HMM	No_custom_HMM	No_custom_HMM	9690	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0020	18106	18336	+	BCH953_P2	-2652.354	1143	115.0	0.732	1.0539999999999999e-33	1143	132.503693	7.809849350683105e-39	No_custom_HMM	No_custom_HMM	No_custom_HMM	1143	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0021	18559	18392	-	BCH953_P2	-91.65561	1043	90.0	0.764	2.9610000000000003e-25	1043	108.1157	3.921139460331189e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	1043	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	unknown function	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
EYQSOEMX_CDS_0022	18813	18589	-	BCH953_P2	-85.49569	1541	148.0	0.937	3.6489999999999997e-45	1541	159.106857	4.12332339665453e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	1541	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
