gene	start	stop	strand	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
DDSBNCXV_CDS_0001	3	581	+	LF50_P3	-108.1665	3064	252.0	0.685	7.529999999999999e-80	3064	246.647156	1.911232261848694e-73	No_custom_HMM	No_custom_HMM	No_custom_HMM	3064	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	terminase	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0002	581	1966	+	LF50_P3	-3165037.0	38319	143.0	0.348	6.447999999999999e-41	10250	167.954285	5.423278760626882e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	38319	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0003	1977	3497	+	LF50_P3	-4227620.0	145	314.0	0.385	3.555e-96	145	460.733215	1.1348357463852437e-137	No_custom_HMM	No_custom_HMM	No_custom_HMM	145	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0004	3481	4584	+	LF50_P3	-49461.48	241	248.0	0.394	4.782e-75	241	390.161652	5.662633946605023e-116	No_custom_HMM	No_custom_HMM	No_custom_HMM	241	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head morphogenesis	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0005	4788	5018	+	LF50_P3	-26.34467	5672	89.0	0.819	1.8880000000000002e-25	5672	90.954803	6.27009567845526e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	5672	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0006	5796	5032	-	LF50_P3	-12144.45	1965	113.0	0.294	2.107e-31	1965	209.59343	1.4485138198222833e-61	No_custom_HMM	No_custom_HMM	No_custom_HMM	1965	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0007	5624	6649	+	LF50_P3	-70096.13	206	150.0	0.379	1.483e-43	206	173.163986	1.7641538377552899e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	206	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head scaffolding protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0008	6747	7847	+	LF50_P3	-15378.89	247	340.0	0.5	6.291e-107	247	185.21637	3.7642556033681403e-54	No_custom_HMM	No_custom_HMM	No_custom_HMM	247	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0009	7864	8406	+	LF50_P3	-83.53606	477	71.0	0.278	1.729e-17	477	132.480942	3.504085621196766e-38	No_custom_HMM	No_custom_HMM	No_custom_HMM	477	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	head-tail adaptor Ad1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0010	8408	8527	+	LF50_P3	-1.113392	11158	68.0	0.839	7.677e-19	11158	84.693642	8.418877371224513e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	11158	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0011	8514	8867	+	LF50_P3	-170.8266	161	67.0	0.328	1.095e-16	161	109.378624	2.7079926533653423e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	161	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	head closure Hc1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0012	8959	9462	+	LF50_P3	-114.964	169	98.0	0.577	2.628e-27	169	140.849899	1.535546629747752e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	169	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0013	9462	9884	+	LF50_P3	-57.57978	179	64.0	0.297	1.507e-15	179	92.692253	3.388606057537176e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	179	ab initio prediction:PHANOTATE:1.6.7	CDS	#35d7ff	tail terminator	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0014	9945	10670	+	LF50_P3	-4950.876	584	273.0	0.582	1.029e-85	584	249.329803	6.558734056166089e-74	No_custom_HMM	No_custom_HMM	No_custom_HMM	584	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	major tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0015	10742	11104	+	LF50_P3	-153.6523	569	73.0	0.379	2.404e-18	569	138.102844	9.193012360095391e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	569	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0016	11166	11321	+	LF50_P3	-1.107945	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0017	11323	11418	+	LF50_P3	-5.830825	14875	68.0	0.997	1.451e-18	14875	86.184448	1.697108373428174e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	14875	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0018	11418	11738	+	LF50_P3	-8.057338	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0019	11802	14444	+	LF50_P3	-263458100000.0	24	347.0	0.289	1.568e-102	24	607.368347	1.3317973122748546e-181	No_custom_HMM	No_custom_HMM	No_custom_HMM	24	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0020	14481	15080	+	LF50_P3	-1361.471	9922	410.0	0.973	2.541e-134	9922	465.355927	2.5882433460262152e-140	No_custom_HMM	No_custom_HMM	No_custom_HMM	9922	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0021	15077	15865	+	LF50_P3	-7448.416	18	139.0	0.389	2.469e-40	18	268.78656	3.069109419173604e-79	No_custom_HMM	No_custom_HMM	No_custom_HMM	18	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0022	15868	16608	+	LF50_P3	-4271.195	30	162.0	0.515	4e-49	30	347.23288	5.431455229812118e-103	No_custom_HMM	No_custom_HMM	No_custom_HMM	30	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
DDSBNCXV_CDS_0023	16599	17216	+	LF50_P3	-315.8075	32	138.0	0.55	1.154e-40	32	214.088165	3.0246663594652346e-63	No_custom_HMM	No_custom_HMM	No_custom_HMM	32	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
